Date,Hour,LocationName,Weekday,BRCYear,BRCQuarter,BRCMonthName,BRCWeek,InCount
01/03/2014,9,Headrow,Saturday,2014,1,February,9,709
01/03/2014,9,Dortmund Square ,Saturday,2014,1,February,9,762
01/03/2014,9,Albion Street South,Saturday,2014,1,February,9,312
01/03/2014,9,Albion Street North,Saturday,2014,1,February,9,544
01/03/2014,10,Briggate,Saturday,2014,1,February,9,2091
01/03/2014,10,Briggate at McDonalds ,Saturday,2014,1,February,9,967
01/03/2014,10,Commercial Street at Lush,Saturday,2014,1,February,9,1457
01/03/2014,10,Commercial Street at Barratts,Saturday,2014,1,February,9,1297
01/03/2014,10,Headrow,Saturday,2014,1,February,9,1339
01/03/2014,10,Dortmund Square ,Saturday,2014,1,February,9,1517
01/03/2014,10,Albion Street South,Saturday,2014,1,February,9,567
01/03/2014,10,Albion Street North,Saturday,2014,1,February,9,1790
01/03/2014,11,Briggate,Saturday,2014,1,February,9,4602
01/03/2014,11,Briggate at McDonalds ,Saturday,2014,1,February,9,1728
01/03/2014,11,Commercial Street at Lush,Saturday,2014,1,February,9,2548
01/03/2014,11,Commercial Street at Barratts,Saturday,2014,1,February,9,2100
01/03/2014,11,Headrow,Saturday,2014,1,February,9,2150
01/03/2014,11,Dortmund Square ,Saturday,2014,1,February,9,2841
01/03/2014,11,Albion Street South,Saturday,2014,1,February,9,2324
01/03/2014,11,Albion Street North,Saturday,2014,1,February,9,2853
01/03/2014,12,Briggate,Saturday,2014,1,February,9,6270
01/03/2014,12,Briggate at McDonalds ,Saturday,2014,1,February,9,2316
01/03/2014,12,Commercial Street at Lush,Saturday,2014,1,February,9,3083
01/03/2014,12,Commercial Street at Barratts,Saturday,2014,1,February,9,2721
01/03/2014,12,Headrow,Saturday,2014,1,February,9,2999
01/03/2014,12,Dortmund Square ,Saturday,2014,1,February,9,4443
01/03/2014,12,Albion Street South,Saturday,2014,1,February,9,2370
01/03/2014,12,Albion Street North,Saturday,2014,1,February,9,2021
01/03/2014,13,Briggate,Saturday,2014,1,February,9,7491
01/03/2014,13,Briggate at McDonalds ,Saturday,2014,1,February,9,2800
01/03/2014,13,Commercial Street at Lush,Saturday,2014,1,February,9,3946
01/03/2014,13,Commercial Street at Barratts,Saturday,2014,1,February,9,2975
01/03/2014,13,Headrow,Saturday,2014,1,February,9,3513
01/03/2014,13,Dortmund Square ,Saturday,2014,1,February,9,6166
01/03/2014,13,Albion Street South,Saturday,2014,1,February,9,2752
01/03/2014,13,Albion Street North,Saturday,2014,1,February,9,3010
01/03/2014,14,Briggate,Saturday,2014,1,February,9,7615
01/03/2014,14,Briggate at McDonalds ,Saturday,2014,1,February,9,2923
01/03/2014,14,Commercial Street at Lush,Saturday,2014,1,February,9,4380
01/03/2014,14,Commercial Street at Barratts,Saturday,2014,1,February,9,3087
01/03/2014,14,Headrow,Saturday,2014,1,February,9,3865
01/03/2014,14,Dortmund Square ,Saturday,2014,1,February,9,7739
01/03/2014,14,Albion Street South,Saturday,2014,1,February,9,3382
01/03/2014,14,Albion Street North,Saturday,2014,1,February,9,3257
01/03/2014,15,Briggate,Saturday,2014,1,February,9,7751
01/03/2014,15,Briggate at McDonalds ,Saturday,2014,1,February,9,2821
01/03/2014,15,Commercial Street at Lush,Saturday,2014,1,February,9,4379
01/03/2014,15,Commercial Street at Barratts,Saturday,2014,1,February,9,2792
01/03/2014,15,Headrow,Saturday,2014,1,February,9,3850
01/03/2014,15,Dortmund Square ,Saturday,2014,1,February,9,7677
01/03/2014,15,Albion Street South,Saturday,2014,1,February,9,3672
01/03/2014,15,Albion Street North,Saturday,2014,1,February,9,3130
01/03/2014,16,Briggate,Saturday,2014,1,February,9,6366
01/03/2014,16,Briggate at McDonalds ,Saturday,2014,1,February,9,2350
01/03/2014,16,Commercial Street at Lush,Saturday,2014,1,February,9,3395
01/03/2014,16,Commercial Street at Barratts,Saturday,2014,1,February,9,2864
01/03/2014,16,Headrow,Saturday,2014,1,February,9,2949
01/03/2014,16,Dortmund Square ,Saturday,2014,1,February,9,6043
01/03/2014,16,Albion Street South,Saturday,2014,1,February,9,2736
01/03/2014,16,Albion Street North,Saturday,2014,1,February,9,2602
01/03/2014,17,Briggate,Saturday,2014,1,February,9,4690
01/03/2014,17,Briggate at McDonalds ,Saturday,2014,1,February,9,1983
01/03/2014,17,Commercial Street at Lush,Saturday,2014,1,February,9,1956
01/03/2014,17,Commercial Street at Barratts,Saturday,2014,1,February,9,1531
01/03/2014,17,Headrow,Saturday,2014,1,February,9,1948
01/03/2014,17,Dortmund Square ,Saturday,2014,1,February,9,3662
01/03/2014,17,Albion Street South,Saturday,2014,1,February,9,1868
01/03/2014,17,Albion Street North,Saturday,2014,1,February,9,1878
01/03/2014,18,Briggate,Saturday,2014,1,February,9,2269
01/03/2014,18,Briggate at McDonalds ,Saturday,2014,1,February,9,1264
01/03/2014,18,Commercial Street at Lush,Saturday,2014,1,February,9,498
01/03/2014,18,Commercial Street at Barratts,Saturday,2014,1,February,9,744
01/03/2014,18,Headrow,Saturday,2014,1,February,9,1047
01/03/2014,18,Dortmund Square ,Saturday,2014,1,February,9,1893
01/03/2014,18,Albion Street South,Saturday,2014,1,February,9,1043
01/03/2014,18,Albion Street North,Saturday,2014,1,February,9,462
01/03/2014,19,Briggate,Saturday,2014,1,February,9,1446
01/03/2014,19,Briggate at McDonalds ,Saturday,2014,1,February,9,900
01/03/2014,19,Commercial Street at Lush,Saturday,2014,1,February,9,244
01/03/2014,19,Commercial Street at Barratts,Saturday,2014,1,February,9,367
01/03/2014,19,Headrow,Saturday,2014,1,February,9,673
01/03/2014,19,Dortmund Square ,Saturday,2014,1,February,9,1207
01/03/2014,19,Albion Street South,Saturday,2014,1,February,9,538
01/03/2014,19,Albion Street North,Saturday,2014,1,February,9,330
01/03/2014,20,Briggate,Saturday,2014,1,February,9,843
01/03/2014,20,Briggate at McDonalds ,Saturday,2014,1,February,9,633
01/03/2014,20,Commercial Street at Lush,Saturday,2014,1,February,9,151
01/03/2014,20,Commercial Street at Barratts,Saturday,2014,1,February,9,355
01/03/2014,20,Headrow,Saturday,2014,1,February,9,442
01/03/2014,20,Dortmund Square ,Saturday,2014,1,February,9,689
01/03/2014,20,Albion Street South,Saturday,2014,1,February,9,418
01/03/2014,20,Albion Street North,Saturday,2014,1,February,9,418
01/03/2014,21,Briggate,Saturday,2014,1,February,9,921
01/03/2014,21,Briggate at McDonalds ,Saturday,2014,1,February,9,471
01/03/2014,21,Commercial Street at Lush,Saturday,2014,1,February,9,114
01/03/2014,21,Commercial Street at Barratts,Saturday,2014,1,February,9,257
01/03/2014,21,Headrow,Saturday,2014,1,February,9,348
01/03/2014,21,Dortmund Square ,Saturday,2014,1,February,9,500
01/03/2014,21,Albion Street South,Saturday,2014,1,February,9,332
01/03/2014,21,Albion Street North,Saturday,2014,1,February,9,379
01/03/2014,22,Briggate,Saturday,2014,1,February,9,1349
01/03/2014,22,Briggate at McDonalds ,Saturday,2014,1,February,9,672
01/03/2014,22,Commercial Street at Lush,Saturday,2014,1,February,9,143
01/03/2014,22,Commercial Street at Barratts,Saturday,2014,1,February,9,206
01/03/2014,22,Headrow,Saturday,2014,1,February,9,514
01/03/2014,22,Dortmund Square ,Saturday,2014,1,February,9,513
01/03/2014,22,Albion Street South,Saturday,2014,1,February,9,337
01/03/2014,22,Albion Street North,Saturday,2014,1,February,9,313
01/03/2014,23,Briggate,Saturday,2014,1,February,9,1313
01/03/2014,23,Briggate at McDonalds ,Saturday,2014,1,February,9,545
01/03/2014,23,Commercial Street at Lush,Saturday,2014,1,February,9,131
01/03/2014,23,Commercial Street at Barratts,Saturday,2014,1,February,9,312
01/03/2014,23,Headrow,Saturday,2014,1,February,9,387
01/03/2014,23,Dortmund Square ,Saturday,2014,1,February,9,305
01/03/2014,23,Albion Street South,Saturday,2014,1,February,9,257
01/03/2014,23,Albion Street North,Saturday,2014,1,February,9,320
02/03/2014,0,Briggate,Sunday,2014,1,February,9,1120
02/03/2014,0,Briggate at McDonalds ,Sunday,2014,1,February,9,495
02/03/2014,0,Commercial Street at Lush,Sunday,2014,1,February,9,85
02/03/2014,0,Commercial Street at Barratts,Sunday,2014,1,February,9,85
02/03/2014,0,Headrow,Sunday,2014,1,February,9,225
02/03/2014,0,Dortmund Square ,Sunday,2014,1,February,9,151
02/03/2014,0,Albion Street South,Sunday,2014,1,February,9,58
02/03/2014,0,Albion Street North,Sunday,2014,1,February,9,42
02/03/2014,1,Briggate,Sunday,2014,1,February,9,852
02/03/2014,1,Briggate at McDonalds ,Sunday,2014,1,February,9,414
02/03/2014,1,Commercial Street at Lush,Sunday,2014,1,February,9,77
02/03/2014,1,Commercial Street at Barratts,Sunday,2014,1,February,9,134
02/03/2014,1,Headrow,Sunday,2014,1,February,9,221
02/03/2014,1,Dortmund Square ,Sunday,2014,1,February,9,104
02/03/2014,1,Albion Street South,Sunday,2014,1,February,9,336
02/03/2014,1,Albion Street North,Sunday,2014,1,February,9,169
02/03/2014,2,Briggate,Sunday,2014,1,February,9,770
02/03/2014,2,Briggate at McDonalds ,Sunday,2014,1,February,9,407
02/03/2014,2,Commercial Street at Lush,Sunday,2014,1,February,9,54
02/03/2014,2,Commercial Street at Barratts,Sunday,2014,1,February,9,103
02/03/2014,2,Headrow,Sunday,2014,1,February,9,158
02/03/2014,2,Dortmund Square ,Sunday,2014,1,February,9,97
02/03/2014,2,Albion Street South,Sunday,2014,1,February,9,295
02/03/2014,2,Albion Street North,Sunday,2014,1,February,9,162
02/03/2014,3,Briggate,Sunday,2014,1,February,9,751
02/03/2014,3,Briggate at McDonalds ,Sunday,2014,1,February,9,357
02/03/2014,3,Commercial Street at Lush,Sunday,2014,1,February,9,18
02/03/2014,3,Commercial Street at Barratts,Sunday,2014,1,February,9,66
02/03/2014,3,Headrow,Sunday,2014,1,February,9,78
02/03/2014,3,Dortmund Square ,Sunday,2014,1,February,9,48
02/03/2014,3,Albion Street South,Sunday,2014,1,February,9,159
02/03/2014,3,Albion Street North,Sunday,2014,1,February,9,98
02/03/2014,4,Briggate,Sunday,2014,1,February,9,600
02/03/2014,4,Briggate at McDonalds ,Sunday,2014,1,February,9,252
02/03/2014,4,Commercial Street at Lush,Sunday,2014,1,February,9,15
02/03/2014,4,Commercial Street at Barratts,Sunday,2014,1,February,9,35
02/03/2014,4,Headrow,Sunday,2014,1,February,9,49
02/03/2014,4,Dortmund Square ,Sunday,2014,1,February,9,2
02/03/2014,4,Albion Street South,Sunday,2014,1,February,9,87
02/03/2014,4,Albion Street North,Sunday,2014,1,February,9,40
02/03/2014,5,Briggate,Sunday,2014,1,February,9,501
02/03/2014,5,Briggate at McDonalds ,Sunday,2014,1,February,9,137
02/03/2014,5,Commercial Street at Lush,Sunday,2014,1,February,9,8
02/03/2014,5,Commercial Street at Barratts,Sunday,2014,1,February,9,24
02/03/2014,5,Headrow,Sunday,2014,1,February,9,33
02/03/2014,5,Dortmund Square ,Sunday,2014,1,February,9,0
02/03/2014,5,Albion Street South,Sunday,2014,1,February,9,46
02/03/2014,5,Albion Street North,Sunday,2014,1,February,9,32
02/03/2014,6,Briggate,Sunday,2014,1,February,9,243
02/03/2014,6,Briggate at McDonalds ,Sunday,2014,1,February,9,159
02/03/2014,6,Commercial Street at Lush,Sunday,2014,1,February,9,9
02/03/2014,6,Commercial Street at Barratts,Sunday,2014,1,February,9,27
02/03/2014,6,Headrow,Sunday,2014,1,February,9,18
02/03/2014,6,Dortmund Square ,Sunday,2014,1,February,9,0
02/03/2014,6,Albion Street South,Sunday,2014,1,February,9,38
02/03/2014,6,Albion Street North,Sunday,2014,1,February,9,30
02/03/2014,7,Briggate,Sunday,2014,1,February,9,138
02/03/2014,7,Briggate at McDonalds ,Sunday,2014,1,February,9,127
02/03/2014,7,Commercial Street at Lush,Sunday,2014,1,February,9,40
02/03/2014,7,Commercial Street at Barratts,Sunday,2014,1,February,9,39
02/03/2014,7,Headrow,Sunday,2014,1,February,9,28
02/03/2014,7,Dortmund Square ,Sunday,2014,1,February,9,0
02/03/2014,7,Albion Street South,Sunday,2014,1,February,9,70
02/03/2014,7,Albion Street North,Sunday,2014,1,February,9,30
02/03/2014,8,Briggate,Sunday,2014,1,February,9,149
02/03/2014,8,Briggate at McDonalds ,Sunday,2014,1,February,9,255
02/03/2014,8,Commercial Street at Lush,Sunday,2014,1,February,9,39
02/03/2014,8,Commercial Street at Barratts,Sunday,2014,1,February,9,37
02/03/2014,8,Headrow,Sunday,2014,1,February,9,65
02/03/2014,8,Dortmund Square ,Sunday,2014,1,February,9,108
02/03/2014,8,Albion Street South,Sunday,2014,1,February,9,67
02/03/2014,8,Albion Street North,Sunday,2014,1,February,9,43
02/03/2014,9,Briggate,Sunday,2014,1,February,9,239
02/03/2014,9,Briggate at McDonalds ,Sunday,2014,1,February,9,196
02/03/2014,9,Commercial Street at Lush,Sunday,2014,1,February,9,85
02/03/2014,9,Commercial Street at Barratts,Sunday,2014,1,February,9,85
02/03/2014,9,Headrow,Sunday,2014,1,February,9,135
02/03/2014,9,Dortmund Square ,Sunday,2014,1,February,9,189
02/03/2014,9,Albion Street South,Sunday,2014,1,February,9,142
02/03/2014,9,Albion Street North,Sunday,2014,1,February,9,123
02/03/2014,10,Briggate,Sunday,2014,1,February,9,741
02/03/2014,10,Briggate at McDonalds ,Sunday,2014,1,February,9,559
02/03/2014,10,Commercial Street at Lush,Sunday,2014,1,February,9,377
02/03/2014,10,Commercial Street at Barratts,Sunday,2014,1,February,9,370
02/03/2014,10,Headrow,Sunday,2014,1,February,9,416
02/03/2014,10,Dortmund Square ,Sunday,2014,1,February,9,662
02/03/2014,10,Albion Street South,Sunday,2014,1,February,9,570
02/03/2014,10,Albion Street North,Sunday,2014,1,February,9,377
02/03/2014,11,Briggate,Sunday,2014,1,February,9,1656
02/03/2014,11,Briggate at McDonalds ,Sunday,2014,1,February,9,798
02/03/2014,11,Commercial Street at Lush,Sunday,2014,1,February,9,909
02/03/2014,11,Commercial Street at Barratts,Sunday,2014,1,February,9,851
02/03/2014,11,Headrow,Sunday,2014,1,February,9,775
02/03/2014,11,Dortmund Square ,Sunday,2014,1,February,9,1343
02/03/2014,11,Albion Street South,Sunday,2014,1,February,9,1194
02/03/2014,11,Albion Street North,Sunday,2014,1,February,9,834
02/03/2014,12,Briggate,Sunday,2014,1,February,9,2887
02/03/2014,12,Briggate at McDonalds ,Sunday,2014,1,February,9,1150
02/03/2014,12,Commercial Street at Lush,Sunday,2014,1,February,9,1484
02/03/2014,12,Commercial Street at Barratts,Sunday,2014,1,February,9,1194
02/03/2014,12,Headrow,Sunday,2014,1,February,9,1255
02/03/2014,12,Dortmund Square ,Sunday,2014,1,February,9,2215
02/03/2014,12,Albion Street South,Sunday,2014,1,February,9,1961
02/03/2014,12,Albion Street North,Sunday,2014,1,February,9,1221
02/03/2014,13,Briggate,Sunday,2014,1,February,9,3499
02/03/2014,13,Briggate at McDonalds ,Sunday,2014,1,February,9,1215
02/03/2014,13,Commercial Street at Lush,Sunday,2014,1,February,9,1722
02/03/2014,13,Commercial Street at Barratts,Sunday,2014,1,February,9,1042
02/03/2014,13,Headrow,Sunday,2014,1,February,9,1568
02/03/2014,13,Dortmund Square ,Sunday,2014,1,February,9,2888
02/03/2014,13,Albion Street South,Sunday,2014,1,February,9,2298
02/03/2014,13,Albion Street North,Sunday,2014,1,February,9,1477
02/03/2014,14,Briggate,Sunday,2014,1,February,9,3712
02/03/2014,14,Briggate at McDonalds ,Sunday,2014,1,February,9,1085
02/03/2014,14,Commercial Street at Lush,Sunday,2014,1,February,9,1989
02/03/2014,14,Commercial Street at Barratts,Sunday,2014,1,February,9,1535
02/03/2014,14,Headrow,Sunday,2014,1,February,9,1652
02/03/2014,14,Dortmund Square ,Sunday,2014,1,February,9,3870
02/03/2014,14,Albion Street South,Sunday,2014,1,February,9,2376
02/03/2014,14,Albion Street North,Sunday,2014,1,February,9,1631
02/03/2014,15,Briggate,Sunday,2014,1,February,9,3139
02/03/2014,15,Briggate at McDonalds ,Sunday,2014,1,February,9,976
02/03/2014,15,Commercial Street at Lush,Sunday,2014,1,February,9,1434
02/03/2014,15,Commercial Street at Barratts,Sunday,2014,1,February,9,1070
02/03/2014,15,Headrow,Sunday,2014,1,February,9,1635
02/03/2014,15,Dortmund Square ,Sunday,2014,1,February,9,4007
02/03/2014,15,Albion Street South,Sunday,2014,1,February,9,1612
02/03/2014,15,Albion Street North,Sunday,2014,1,February,9,1202
02/03/2014,16,Briggate,Sunday,2014,1,February,9,2492
02/03/2014,16,Briggate at McDonalds ,Sunday,2014,1,February,9,806
02/03/2014,16,Commercial Street at Lush,Sunday,2014,1,February,9,1008
02/03/2014,16,Commercial Street at Barratts,Sunday,2014,1,February,9,792
02/03/2014,16,Headrow,Sunday,2014,1,February,9,1330
02/03/2014,16,Dortmund Square ,Sunday,2014,1,February,9,2689
02/03/2014,16,Albion Street South,Sunday,2014,1,February,9,1247
02/03/2014,16,Albion Street North,Sunday,2014,1,February,9,839
02/03/2014,17,Briggate,Sunday,2014,1,February,9,1245
02/03/2014,17,Briggate at McDonalds ,Sunday,2014,1,February,9,571
02/03/2014,17,Commercial Street at Lush,Sunday,2014,1,February,9,315
02/03/2014,17,Commercial Street at Barratts,Sunday,2014,1,February,9,217
02/03/2014,17,Headrow,Sunday,2014,1,February,9,616
02/03/2014,17,Dortmund Square ,Sunday,2014,1,February,9,1315
02/03/2014,17,Albion Street South,Sunday,2014,1,February,9,602
02/03/2014,17,Albion Street North,Sunday,2014,1,February,9,405
02/03/2014,18,Briggate,Sunday,2014,1,February,9,327
02/03/2014,18,Briggate at McDonalds ,Sunday,2014,1,February,9,250
02/03/2014,18,Commercial Street at Lush,Sunday,2014,1,February,9,71
02/03/2014,18,Commercial Street at Barratts,Sunday,2014,1,February,9,89
02/03/2014,18,Headrow,Sunday,2014,1,February,9,375
02/03/2014,18,Dortmund Square ,Sunday,2014,1,February,9,535
02/03/2014,18,Albion Street South,Sunday,2014,1,February,9,458
02/03/2014,18,Albion Street North,Sunday,2014,1,February,9,70
02/03/2014,19,Briggate,Sunday,2014,1,February,9,215
02/03/2014,19,Briggate at McDonalds ,Sunday,2014,1,February,9,204
02/03/2014,19,Commercial Street at Lush,Sunday,2014,1,February,9,43
02/03/2014,19,Commercial Street at Barratts,Sunday,2014,1,February,9,49
02/03/2014,19,Headrow,Sunday,2014,1,February,9,232
02/03/2014,19,Dortmund Square ,Sunday,2014,1,February,9,343
02/03/2014,19,Albion Street South,Sunday,2014,1,February,9,253
02/03/2014,19,Albion Street North,Sunday,2014,1,February,9,49
02/03/2014,20,Briggate,Sunday,2014,1,February,9,197
02/03/2014,20,Briggate at McDonalds ,Sunday,2014,1,February,9,186
02/03/2014,20,Commercial Street at Lush,Sunday,2014,1,February,9,19
02/03/2014,20,Commercial Street at Barratts,Sunday,2014,1,February,9,41
02/03/2014,20,Headrow,Sunday,2014,1,February,9,143
02/03/2014,20,Dortmund Square ,Sunday,2014,1,February,9,205
02/03/2014,20,Albion Street South,Sunday,2014,1,February,9,185
02/03/2014,20,Albion Street North,Sunday,2014,1,February,9,44
02/03/2014,21,Briggate,Sunday,2014,1,February,9,128
02/03/2014,21,Briggate at McDonalds ,Sunday,2014,1,February,9,151
02/03/2014,21,Commercial Street at Lush,Sunday,2014,1,February,9,36
02/03/2014,21,Commercial Street at Barratts,Sunday,2014,1,February,9,59
02/03/2014,21,Headrow,Sunday,2014,1,February,9,127
02/03/2014,21,Dortmund Square ,Sunday,2014,1,February,9,140
02/03/2014,21,Albion Street South,Sunday,2014,1,February,9,109
02/03/2014,21,Albion Street North,Sunday,2014,1,February,9,19
02/03/2014,22,Briggate,Sunday,2014,1,February,9,103
02/03/2014,22,Briggate at McDonalds ,Sunday,2014,1,February,9,148
02/03/2014,22,Commercial Street at Lush,Sunday,2014,1,February,9,28
02/03/2014,22,Commercial Street at Barratts,Sunday,2014,1,February,9,28
02/03/2014,22,Headrow,Sunday,2014,1,February,9,101
02/03/2014,22,Dortmund Square ,Sunday,2014,1,February,9,93
02/03/2014,22,Albion Street South,Sunday,2014,1,February,9,113
02/03/2014,22,Albion Street North,Sunday,2014,1,February,9,31
02/03/2014,23,Briggate,Sunday,2014,1,February,9,121
02/03/2014,23,Briggate at McDonalds ,Sunday,2014,1,February,9,121
02/03/2014,23,Commercial Street at Lush,Sunday,2014,1,February,9,19
02/03/2014,23,Commercial Street at Barratts,Sunday,2014,1,February,9,30
02/03/2014,23,Headrow,Sunday,2014,1,February,9,39
02/03/2014,23,Dortmund Square ,Sunday,2014,1,February,9,51
02/03/2014,23,Albion Street South,Sunday,2014,1,February,9,87
02/03/2014,23,Albion Street North,Sunday,2014,1,February,9,45
03/03/2014,0,Briggate,Monday,2014,1,March,10,148
03/03/2014,0,Briggate at McDonalds ,Monday,2014,1,March,10,109
03/03/2014,0,Commercial Street at Lush,Monday,2014,1,March,10,10
03/03/2014,0,Commercial Street at Barratts,Monday,2014,1,March,10,30
03/03/2014,0,Headrow,Monday,2014,1,March,10,20
03/03/2014,0,Dortmund Square ,Monday,2014,1,March,10,11
03/03/2014,0,Albion Street South,Monday,2014,1,March,10,22
03/03/2014,0,Albion Street North,Monday,2014,1,March,10,25
03/03/2014,1,Briggate,Monday,2014,1,March,10,128
03/03/2014,1,Briggate at McDonalds ,Monday,2014,1,March,10,112
03/03/2014,1,Commercial Street at Lush,Monday,2014,1,March,10,5
03/03/2014,1,Commercial Street at Barratts,Monday,2014,1,March,10,18
03/03/2014,1,Headrow,Monday,2014,1,March,10,11
03/03/2014,1,Dortmund Square ,Monday,2014,1,March,10,11
03/03/2014,1,Albion Street South,Monday,2014,1,March,10,5
03/03/2014,1,Albion Street North,Monday,2014,1,March,10,23
03/03/2014,2,Briggate,Monday,2014,1,March,10,98
03/03/2014,2,Briggate at McDonalds ,Monday,2014,1,March,10,104
03/03/2014,2,Commercial Street at Lush,Monday,2014,1,March,10,6
03/03/2014,2,Commercial Street at Barratts,Monday,2014,1,March,10,23
03/03/2014,2,Headrow,Monday,2014,1,March,10,6
03/03/2014,2,Dortmund Square ,Monday,2014,1,March,10,0
03/03/2014,2,Albion Street South,Monday,2014,1,March,10,4
03/03/2014,2,Albion Street North,Monday,2014,1,March,10,15
03/03/2014,3,Briggate,Monday,2014,1,March,10,119
03/03/2014,3,Briggate at McDonalds ,Monday,2014,1,March,10,104
03/03/2014,3,Commercial Street at Lush,Monday,2014,1,March,10,1
03/03/2014,3,Commercial Street at Barratts,Monday,2014,1,March,10,22
03/03/2014,3,Headrow,Monday,2014,1,March,10,8
03/03/2014,3,Dortmund Square ,Monday,2014,1,March,10,0
03/03/2014,3,Albion Street South,Monday,2014,1,March,10,3
03/03/2014,3,Albion Street North,Monday,2014,1,March,10,10
03/03/2014,4,Briggate,Monday,2014,1,March,10,81
03/03/2014,4,Briggate at McDonalds ,Monday,2014,1,March,10,114
03/03/2014,4,Commercial Street at Lush,Monday,2014,1,March,10,30
03/03/2014,4,Commercial Street at Barratts,Monday,2014,1,March,10,23
03/03/2014,4,Headrow,Monday,2014,1,March,10,12
03/03/2014,4,Dortmund Square ,Monday,2014,1,March,10,0
03/03/2014,4,Albion Street South,Monday,2014,1,March,10,27
03/03/2014,4,Albion Street North,Monday,2014,1,March,10,0
03/03/2014,5,Briggate,Monday,2014,1,March,10,61
03/03/2014,5,Briggate at McDonalds ,Monday,2014,1,March,10,148
03/03/2014,5,Commercial Street at Lush,Monday,2014,1,March,10,38
03/03/2014,5,Commercial Street at Barratts,Monday,2014,1,March,10,35
03/03/2014,5,Headrow,Monday,2014,1,March,10,15
03/03/2014,5,Dortmund Square ,Monday,2014,1,March,10,19
03/03/2014,5,Albion Street South,Monday,2014,1,March,10,54
03/03/2014,5,Albion Street North,Monday,2014,1,March,10,25
03/03/2014,6,Briggate,Monday,2014,1,March,10,141
03/03/2014,6,Briggate at McDonalds ,Monday,2014,1,March,10,175
03/03/2014,6,Commercial Street at Lush,Monday,2014,1,March,10,93
03/03/2014,6,Commercial Street at Barratts,Monday,2014,1,March,10,143
03/03/2014,6,Headrow,Monday,2014,1,March,10,47
03/03/2014,6,Dortmund Square ,Monday,2014,1,March,10,61
03/03/2014,6,Albion Street South,Monday,2014,1,March,10,92
03/03/2014,6,Albion Street North,Monday,2014,1,March,10,41
03/03/2014,7,Briggate,Monday,2014,1,March,10,280
03/03/2014,7,Briggate at McDonalds ,Monday,2014,1,March,10,246
03/03/2014,7,Commercial Street at Lush,Monday,2014,1,March,10,236
03/03/2014,7,Commercial Street at Barratts,Monday,2014,1,March,10,261
03/03/2014,7,Headrow,Monday,2014,1,March,10,103
03/03/2014,7,Dortmund Square ,Monday,2014,1,March,10,366
03/03/2014,7,Albion Street South,Monday,2014,1,March,10,344
03/03/2014,7,Albion Street North,Monday,2014,1,March,10,325
03/03/2014,8,Briggate,Monday,2014,1,March,10,611
03/03/2014,8,Briggate at McDonalds ,Monday,2014,1,March,10,402
03/03/2014,8,Commercial Street at Lush,Monday,2014,1,March,10,498
03/03/2014,8,Commercial Street at Barratts,Monday,2014,1,March,10,579
03/03/2014,8,Headrow,Monday,2014,1,March,10,339
03/03/2014,8,Dortmund Square ,Monday,2014,1,March,10,1029
03/03/2014,8,Albion Street South,Monday,2014,1,March,10,563
03/03/2014,8,Albion Street North,Monday,2014,1,March,10,407
03/03/2014,9,Briggate,Monday,2014,1,March,10,770
03/03/2014,9,Briggate at McDonalds ,Monday,2014,1,March,10,459
03/03/2014,9,Commercial Street at Lush,Monday,2014,1,March,10,631
03/03/2014,9,Commercial Street at Barratts,Monday,2014,1,March,10,807
03/03/2014,9,Headrow,Monday,2014,1,March,10,432
03/03/2014,9,Dortmund Square ,Monday,2014,1,March,10,1239
03/03/2014,9,Albion Street South,Monday,2014,1,March,10,354
03/03/2014,9,Albion Street North,Monday,2014,1,March,10,321
03/03/2014,10,Briggate,Monday,2014,1,March,10,1026
03/03/2014,10,Briggate at McDonalds ,Monday,2014,1,March,10,679
03/03/2014,10,Commercial Street at Lush,Monday,2014,1,March,10,871
03/03/2014,10,Commercial Street at Barratts,Monday,2014,1,March,10,1190
03/03/2014,10,Headrow,Monday,2014,1,March,10,573
03/03/2014,10,Dortmund Square ,Monday,2014,1,March,10,1559
03/03/2014,10,Albion Street South,Monday,2014,1,March,10,1037
03/03/2014,10,Albion Street North,Monday,2014,1,March,10,1538
03/03/2014,11,Briggate,Monday,2014,1,March,10,1700
03/03/2014,11,Briggate at McDonalds ,Monday,2014,1,March,10,1110
03/03/2014,11,Commercial Street at Lush,Monday,2014,1,March,10,1369
03/03/2014,11,Commercial Street at Barratts,Monday,2014,1,March,10,1703
03/03/2014,11,Headrow,Monday,2014,1,March,10,820
03/03/2014,11,Dortmund Square ,Monday,2014,1,March,10,2141
03/03/2014,11,Albion Street South,Monday,2014,1,March,10,1890
03/03/2014,11,Albion Street North,Monday,2014,1,March,10,1805
03/03/2014,12,Briggate,Monday,2014,1,March,10,3011
03/03/2014,12,Briggate at McDonalds ,Monday,2014,1,March,10,1964
03/03/2014,12,Commercial Street at Lush,Monday,2014,1,March,10,2824
03/03/2014,12,Commercial Street at Barratts,Monday,2014,1,March,10,2877
03/03/2014,12,Headrow,Monday,2014,1,March,10,1429
03/03/2014,12,Dortmund Square ,Monday,2014,1,March,10,3383
03/03/2014,12,Albion Street South,Monday,2014,1,March,10,2172
03/03/2014,12,Albion Street North,Monday,2014,1,March,10,1400
03/03/2014,13,Briggate,Monday,2014,1,March,10,3520
03/03/2014,13,Briggate at McDonalds ,Monday,2014,1,March,10,2167
03/03/2014,13,Commercial Street at Lush,Monday,2014,1,March,10,3270
