Date,Hour,LocationName,Weekday,BRCYear,BRCQuarter,BRCMonthName,BRCWeek,InCount
18/03/2014,23,Commercial Street at Lush,Tuesday,2014,1,March,12,88
18/03/2014,23,Commercial Street at Barratts,Tuesday,2014,1,March,12,131
18/03/2014,23,Headrow,Tuesday,2014,1,March,12,69
18/03/2014,23,Dortmund Square ,Tuesday,2014,1,March,12,152
18/03/2014,23,Albion Street South,Tuesday,2014,1,March,12,86
18/03/2014,23,Albion Street North,Tuesday,2014,1,March,12,39
19/03/2014,0,Briggate,Wednesday,2014,1,March,12,180
19/03/2014,0,Briggate at McDonalds ,Wednesday,2014,1,March,12,84
19/03/2014,0,Commercial Street at Lush,Wednesday,2014,1,March,12,16
19/03/2014,0,Commercial Street at Barratts,Wednesday,2014,1,March,12,32
19/03/2014,0,Headrow,Wednesday,2014,1,March,12,33
19/03/2014,0,Dortmund Square ,Wednesday,2014,1,March,12,28
19/03/2014,0,Albion Street South,Wednesday,2014,1,March,12,57
19/03/2014,0,Albion Street North,Wednesday,2014,1,March,12,24
19/03/2014,1,Briggate,Wednesday,2014,1,March,12,143
19/03/2014,1,Briggate at McDonalds ,Wednesday,2014,1,March,12,50
19/03/2014,1,Commercial Street at Lush,Wednesday,2014,1,March,12,8
19/03/2014,1,Commercial Street at Barratts,Wednesday,2014,1,March,12,27
19/03/2014,1,Headrow,Wednesday,2014,1,March,12,17
19/03/2014,1,Dortmund Square ,Wednesday,2014,1,March,12,7
19/03/2014,1,Albion Street South,Wednesday,2014,1,March,12,36
19/03/2014,1,Albion Street North,Wednesday,2014,1,March,12,12
19/03/2014,2,Briggate,Wednesday,2014,1,March,12,152
19/03/2014,2,Briggate at McDonalds ,Wednesday,2014,1,March,12,58
19/03/2014,2,Commercial Street at Lush,Wednesday,2014,1,March,12,2
19/03/2014,2,Commercial Street at Barratts,Wednesday,2014,1,March,12,31
19/03/2014,2,Headrow,Wednesday,2014,1,March,12,14
19/03/2014,2,Dortmund Square ,Wednesday,2014,1,March,12,11
19/03/2014,2,Albion Street South,Wednesday,2014,1,March,12,8
19/03/2014,2,Albion Street North,Wednesday,2014,1,March,12,3
19/03/2014,3,Briggate,Wednesday,2014,1,March,12,207
19/03/2014,3,Briggate at McDonalds ,Wednesday,2014,1,March,12,64
19/03/2014,3,Commercial Street at Lush,Wednesday,2014,1,March,12,17
19/03/2014,3,Commercial Street at Barratts,Wednesday,2014,1,March,12,33
19/03/2014,3,Headrow,Wednesday,2014,1,March,12,15
19/03/2014,3,Dortmund Square ,Wednesday,2014,1,March,12,11
19/03/2014,3,Albion Street South,Wednesday,2014,1,March,12,28
19/03/2014,3,Albion Street North,Wednesday,2014,1,March,12,7
19/03/2014,4,Briggate,Wednesday,2014,1,March,12,112
19/03/2014,4,Briggate at McDonalds ,Wednesday,2014,1,March,12,21
19/03/2014,4,Commercial Street at Lush,Wednesday,2014,1,March,12,25
19/03/2014,4,Commercial Street at Barratts,Wednesday,2014,1,March,12,53
19/03/2014,4,Headrow,Wednesday,2014,1,March,12,11
19/03/2014,4,Dortmund Square ,Wednesday,2014,1,March,12,0
19/03/2014,4,Albion Street South,Wednesday,2014,1,March,12,16
19/03/2014,4,Albion Street North,Wednesday,2014,1,March,12,3
19/03/2014,5,Briggate,Wednesday,2014,1,March,12,132
19/03/2014,5,Briggate at McDonalds ,Wednesday,2014,1,March,12,53
19/03/2014,5,Commercial Street at Lush,Wednesday,2014,1,March,12,35
19/03/2014,5,Commercial Street at Barratts,Wednesday,2014,1,March,12,37
19/03/2014,5,Headrow,Wednesday,2014,1,March,12,14
19/03/2014,5,Dortmund Square ,Wednesday,2014,1,March,12,0
19/03/2014,5,Albion Street South,Wednesday,2014,1,March,12,38
19/03/2014,5,Albion Street North,Wednesday,2014,1,March,12,31
19/03/2014,6,Briggate,Wednesday,2014,1,March,12,259
19/03/2014,6,Briggate at McDonalds ,Wednesday,2014,1,March,12,119
19/03/2014,6,Commercial Street at Lush,Wednesday,2014,1,March,12,119
19/03/2014,6,Commercial Street at Barratts,Wednesday,2014,1,March,12,79
19/03/2014,6,Headrow,Wednesday,2014,1,March,12,46
19/03/2014,6,Dortmund Square ,Wednesday,2014,1,March,12,57
19/03/2014,6,Albion Street South,Wednesday,2014,1,March,12,101
19/03/2014,6,Albion Street North,Wednesday,2014,1,March,12,57
19/03/2014,7,Briggate,Wednesday,2014,1,March,12,435
19/03/2014,7,Briggate at McDonalds ,Wednesday,2014,1,March,12,270
19/03/2014,7,Commercial Street at Lush,Wednesday,2014,1,March,12,302
19/03/2014,7,Commercial Street at Barratts,Wednesday,2014,1,March,12,248
19/03/2014,7,Headrow,Wednesday,2014,1,March,12,139
19/03/2014,7,Dortmund Square ,Wednesday,2014,1,March,12,257
19/03/2014,7,Albion Street South,Wednesday,2014,1,March,12,527
19/03/2014,7,Albion Street North,Wednesday,2014,1,March,12,363
19/03/2014,8,Briggate,Wednesday,2014,1,March,12,957
19/03/2014,8,Briggate at McDonalds ,Wednesday,2014,1,March,12,468
19/03/2014,8,Commercial Street at Lush,Wednesday,2014,1,March,12,741
19/03/2014,8,Commercial Street at Barratts,Wednesday,2014,1,March,12,588
19/03/2014,8,Headrow,Wednesday,2014,1,March,12,396
19/03/2014,8,Dortmund Square ,Wednesday,2014,1,March,12,702
19/03/2014,8,Albion Street South,Wednesday,2014,1,March,12,1010
19/03/2014,8,Albion Street North,Wednesday,2014,1,March,12,878
19/03/2014,9,Briggate,Wednesday,2014,1,March,12,1021
19/03/2014,9,Briggate at McDonalds ,Wednesday,2014,1,March,12,464
19/03/2014,9,Commercial Street at Lush,Wednesday,2014,1,March,12,846
19/03/2014,9,Commercial Street at Barratts,Wednesday,2014,1,March,12,640
19/03/2014,9,Headrow,Wednesday,2014,1,March,12,530
19/03/2014,9,Dortmund Square ,Wednesday,2014,1,March,12,910
19/03/2014,9,Albion Street South,Wednesday,2014,1,March,12,763
19/03/2014,9,Albion Street North,Wednesday,2014,1,March,12,615
19/03/2014,10,Briggate,Wednesday,2014,1,March,12,1431
19/03/2014,10,Briggate at McDonalds ,Wednesday,2014,1,March,12,704
19/03/2014,10,Commercial Street at Lush,Wednesday,2014,1,March,12,1116
19/03/2014,10,Commercial Street at Barratts,Wednesday,2014,1,March,12,912
19/03/2014,10,Headrow,Wednesday,2014,1,March,12,688
19/03/2014,10,Dortmund Square ,Wednesday,2014,1,March,12,1290
19/03/2014,10,Albion Street South,Wednesday,2014,1,March,12,914
19/03/2014,10,Albion Street North,Wednesday,2014,1,March,12,693
19/03/2014,11,Briggate,Wednesday,2014,1,March,12,2202
19/03/2014,11,Briggate at McDonalds ,Wednesday,2014,1,March,12,1104
19/03/2014,11,Commercial Street at Lush,Wednesday,2014,1,March,12,1627
19/03/2014,11,Commercial Street at Barratts,Wednesday,2014,1,March,12,1234
19/03/2014,11,Headrow,Wednesday,2014,1,March,12,1011
19/03/2014,11,Dortmund Square ,Wednesday,2014,1,March,12,1952
19/03/2014,11,Albion Street South,Wednesday,2014,1,March,12,1427
19/03/2014,11,Albion Street North,Wednesday,2014,1,March,12,1062
19/03/2014,12,Briggate,Wednesday,2014,1,March,12,4414
19/03/2014,12,Briggate at McDonalds ,Wednesday,2014,1,March,12,2004
19/03/2014,12,Commercial Street at Lush,Wednesday,2014,1,March,12,3193
19/03/2014,12,Commercial Street at Barratts,Wednesday,2014,1,March,12,2283
19/03/2014,12,Headrow,Wednesday,2014,1,March,12,1477
19/03/2014,12,Dortmund Square ,Wednesday,2014,1,March,12,3319
19/03/2014,12,Albion Street South,Wednesday,2014,1,March,12,2872
19/03/2014,12,Albion Street North,Wednesday,2014,1,March,12,1935
19/03/2014,13,Briggate,Wednesday,2014,1,March,12,3780
19/03/2014,13,Briggate at McDonalds ,Wednesday,2014,1,March,12,2091
19/03/2014,13,Commercial Street at Lush,Wednesday,2014,1,March,12,3954
19/03/2014,13,Commercial Street at Barratts,Wednesday,2014,1,March,12,2162
19/03/2014,13,Headrow,Wednesday,2014,1,March,12,1632
19/03/2014,13,Dortmund Square ,Wednesday,2014,1,March,12,4279
19/03/2014,13,Albion Street South,Wednesday,2014,1,March,12,1576
19/03/2014,13,Albion Street North,Wednesday,2014,1,March,12,1302
19/03/2014,14,Briggate,Wednesday,2014,1,March,12,3036
19/03/2014,14,Briggate at McDonalds ,Wednesday,2014,1,March,12,1555
19/03/2014,14,Commercial Street at Lush,Wednesday,2014,1,March,12,1872
19/03/2014,14,Commercial Street at Barratts,Wednesday,2014,1,March,12,1524
19/03/2014,14,Headrow,Wednesday,2014,1,March,12,1360
19/03/2014,14,Dortmund Square ,Wednesday,2014,1,March,12,4136
19/03/2014,14,Albion Street South,Wednesday,2014,1,March,12,1860
19/03/2014,14,Albion Street North,Wednesday,2014,1,March,12,1394
19/03/2014,15,Briggate,Wednesday,2014,1,March,12,3077
19/03/2014,15,Briggate at McDonalds ,Wednesday,2014,1,March,12,1446
19/03/2014,15,Commercial Street at Lush,Wednesday,2014,1,March,12,1644
19/03/2014,15,Commercial Street at Barratts,Wednesday,2014,1,March,12,1216
19/03/2014,15,Headrow,Wednesday,2014,1,March,12,1368
19/03/2014,15,Dortmund Square ,Wednesday,2014,1,March,12,4168
19/03/2014,15,Albion Street South,Wednesday,2014,1,March,12,1680
19/03/2014,15,Albion Street North,Wednesday,2014,1,March,12,1178
19/03/2014,16,Briggate,Wednesday,2014,1,March,12,2896
19/03/2014,16,Briggate at McDonalds ,Wednesday,2014,1,March,12,1368
19/03/2014,16,Commercial Street at Lush,Wednesday,2014,1,March,12,1673
19/03/2014,16,Commercial Street at Barratts,Wednesday,2014,1,March,12,1004
19/03/2014,16,Headrow,Wednesday,2014,1,March,12,1182
19/03/2014,16,Dortmund Square ,Wednesday,2014,1,March,12,3652
19/03/2014,16,Albion Street South,Wednesday,2014,1,March,12,1973
19/03/2014,16,Albion Street North,Wednesday,2014,1,March,12,1433
19/03/2014,17,Briggate,Wednesday,2014,1,March,12,2964
19/03/2014,17,Briggate at McDonalds ,Wednesday,2014,1,March,12,1214
19/03/2014,17,Commercial Street at Lush,Wednesday,2014,1,March,12,1446
19/03/2014,17,Commercial Street at Barratts,Wednesday,2014,1,March,12,794
19/03/2014,17,Headrow,Wednesday,2014,1,March,12,867
19/03/2014,17,Dortmund Square ,Wednesday,2014,1,March,12,2541
19/03/2014,17,Albion Street South,Wednesday,2014,1,March,12,2035
19/03/2014,17,Albion Street North,Wednesday,2014,1,March,12,1518
19/03/2014,18,Briggate,Wednesday,2014,1,March,12,2003
19/03/2014,18,Briggate at McDonalds ,Wednesday,2014,1,March,12,734
19/03/2014,18,Commercial Street at Lush,Wednesday,2014,1,March,12,695
19/03/2014,18,Commercial Street at Barratts,Wednesday,2014,1,March,12,601
19/03/2014,18,Headrow,Wednesday,2014,1,March,12,550
19/03/2014,18,Dortmund Square ,Wednesday,2014,1,March,12,1387
19/03/2014,18,Albion Street South,Wednesday,2014,1,March,12,1453
19/03/2014,18,Albion Street North,Wednesday,2014,1,March,12,701
19/03/2014,19,Briggate,Wednesday,2014,1,March,12,1043
19/03/2014,19,Briggate at McDonalds ,Wednesday,2014,1,March,12,405
19/03/2014,19,Commercial Street at Lush,Wednesday,2014,1,March,12,221
19/03/2014,19,Commercial Street at Barratts,Wednesday,2014,1,March,12,335
19/03/2014,19,Headrow,Wednesday,2014,1,March,12,332
19/03/2014,19,Dortmund Square ,Wednesday,2014,1,March,12,879
19/03/2014,19,Albion Street South,Wednesday,2014,1,March,12,765
19/03/2014,19,Albion Street North,Wednesday,2014,1,March,12,223
19/03/2014,20,Briggate,Wednesday,2014,1,March,12,659
19/03/2014,20,Briggate at McDonalds ,Wednesday,2014,1,March,12,325
19/03/2014,20,Commercial Street at Lush,Wednesday,2014,1,March,12,100
19/03/2014,20,Commercial Street at Barratts,Wednesday,2014,1,March,12,234
19/03/2014,20,Headrow,Wednesday,2014,1,March,12,214
19/03/2014,20,Dortmund Square ,Wednesday,2014,1,March,12,601
19/03/2014,20,Albion Street South,Wednesday,2014,1,March,12,567
19/03/2014,20,Albion Street North,Wednesday,2014,1,March,12,258
19/03/2014,21,Briggate,Wednesday,2014,1,March,12,493
19/03/2014,21,Briggate at McDonalds ,Wednesday,2014,1,March,12,278
19/03/2014,21,Commercial Street at Lush,Wednesday,2014,1,March,12,75
19/03/2014,21,Commercial Street at Barratts,Wednesday,2014,1,March,12,194
19/03/2014,21,Headrow,Wednesday,2014,1,March,12,140
19/03/2014,21,Dortmund Square ,Wednesday,2014,1,March,12,399
19/03/2014,21,Albion Street South,Wednesday,2014,1,March,12,299
19/03/2014,21,Albion Street North,Wednesday,2014,1,March,12,129
19/03/2014,22,Briggate,Wednesday,2014,1,March,12,447
19/03/2014,22,Briggate at McDonalds ,Wednesday,2014,1,March,12,213
19/03/2014,22,Commercial Street at Lush,Wednesday,2014,1,March,12,95
19/03/2014,22,Commercial Street at Barratts,Wednesday,2014,1,March,12,153
19/03/2014,22,Headrow,Wednesday,2014,1,March,12,132
19/03/2014,22,Dortmund Square ,Wednesday,2014,1,March,12,318
19/03/2014,22,Albion Street South,Wednesday,2014,1,March,12,207
19/03/2014,22,Albion Street North,Wednesday,2014,1,March,12,93
19/03/2014,23,Briggate,Wednesday,2014,1,March,12,324
19/03/2014,23,Briggate at McDonalds ,Wednesday,2014,1,March,12,185
19/03/2014,23,Commercial Street at Lush,Wednesday,2014,1,March,12,114
19/03/2014,23,Commercial Street at Barratts,Wednesday,2014,1,March,12,73
19/03/2014,23,Headrow,Wednesday,2014,1,March,12,79
19/03/2014,23,Dortmund Square ,Wednesday,2014,1,March,12,165
19/03/2014,23,Albion Street South,Wednesday,2014,1,March,12,107
19/03/2014,23,Albion Street North,Wednesday,2014,1,March,12,45
20/03/2014,0,Briggate,Thursday,2014,1,March,12,203
20/03/2014,0,Briggate at McDonalds ,Thursday,2014,1,March,12,100
20/03/2014,0,Commercial Street at Lush,Thursday,2014,1,March,12,27
20/03/2014,0,Commercial Street at Barratts,Thursday,2014,1,March,12,52
20/03/2014,0,Headrow,Thursday,2014,1,March,12,34
20/03/2014,0,Dortmund Square ,Thursday,2014,1,March,12,67
20/03/2014,0,Albion Street South,Thursday,2014,1,March,12,80
20/03/2014,0,Albion Street North,Thursday,2014,1,March,12,30
20/03/2014,1,Briggate,Thursday,2014,1,March,12,115
20/03/2014,1,Briggate at McDonalds ,Thursday,2014,1,March,12,68
20/03/2014,1,Commercial Street at Lush,Thursday,2014,1,March,12,20
20/03/2014,1,Commercial Street at Barratts,Thursday,2014,1,March,12,26
20/03/2014,1,Headrow,Thursday,2014,1,March,12,28
20/03/2014,1,Dortmund Square ,Thursday,2014,1,March,12,15
20/03/2014,1,Albion Street South,Thursday,2014,1,March,12,41
20/03/2014,1,Albion Street North,Thursday,2014,1,March,12,14
20/03/2014,2,Briggate,Thursday,2014,1,March,12,143
20/03/2014,2,Briggate at McDonalds ,Thursday,2014,1,March,12,46
20/03/2014,2,Commercial Street at Lush,Thursday,2014,1,March,12,9
20/03/2014,2,Commercial Street at Barratts,Thursday,2014,1,March,12,37
20/03/2014,2,Headrow,Thursday,2014,1,March,12,10
20/03/2014,2,Dortmund Square ,Thursday,2014,1,March,12,26
20/03/2014,2,Albion Street South,Thursday,2014,1,March,12,43
20/03/2014,2,Albion Street North,Thursday,2014,1,March,12,14
20/03/2014,3,Briggate,Thursday,2014,1,March,12,101
20/03/2014,3,Briggate at McDonalds ,Thursday,2014,1,March,12,32
20/03/2014,3,Commercial Street at Lush,Thursday,2014,1,March,12,18
20/03/2014,3,Commercial Street at Barratts,Thursday,2014,1,March,12,41
20/03/2014,3,Headrow,Thursday,2014,1,March,12,8
20/03/2014,3,Dortmund Square ,Thursday,2014,1,March,12,1
20/03/2014,3,Albion Street South,Thursday,2014,1,March,12,58
20/03/2014,3,Albion Street North,Thursday,2014,1,March,12,3
20/03/2014,4,Briggate,Thursday,2014,1,March,12,109
20/03/2014,4,Briggate at McDonalds ,Thursday,2014,1,March,12,21
20/03/2014,4,Commercial Street at Lush,Thursday,2014,1,March,12,37
20/03/2014,4,Commercial Street at Barratts,Thursday,2014,1,March,12,46
20/03/2014,4,Headrow,Thursday,2014,1,March,12,7
20/03/2014,4,Dortmund Square ,Thursday,2014,1,March,12,0
20/03/2014,4,Albion Street South,Thursday,2014,1,March,12,25
20/03/2014,4,Albion Street North,Thursday,2014,1,March,12,7
20/03/2014,5,Briggate,Thursday,2014,1,March,12,88
20/03/2014,5,Briggate at McDonalds ,Thursday,2014,1,March,12,31
20/03/2014,5,Commercial Street at Lush,Thursday,2014,1,March,12,24
20/03/2014,5,Commercial Street at Barratts,Thursday,2014,1,March,12,475
20/03/2014,5,Headrow,Thursday,2014,1,March,12,15
20/03/2014,5,Dortmund Square ,Thursday,2014,1,March,12,0
20/03/2014,5,Albion Street South,Thursday,2014,1,March,12,73
20/03/2014,5,Albion Street North,Thursday,2014,1,March,12,27
20/03/2014,6,Briggate,Thursday,2014,1,March,12,237
20/03/2014,6,Briggate at McDonalds ,Thursday,2014,1,March,12,108
20/03/2014,6,Commercial Street at Lush,Thursday,2014,1,March,12,156
20/03/2014,6,Commercial Street at Barratts,Thursday,2014,1,March,12,227
20/03/2014,6,Headrow,Thursday,2014,1,March,12,43
20/03/2014,6,Dortmund Square ,Thursday,2014,1,March,12,54
20/03/2014,6,Albion Street South,Thursday,2014,1,March,12,166
20/03/2014,6,Albion Street North,Thursday,2014,1,March,12,73
20/03/2014,7,Briggate,Thursday,2014,1,March,12,487
20/03/2014,7,Briggate at McDonalds ,Thursday,2014,1,March,12,252
20/03/2014,7,Commercial Street at Lush,Thursday,2014,1,March,12,292
20/03/2014,7,Commercial Street at Barratts,Thursday,2014,1,March,12,361
20/03/2014,7,Headrow,Thursday,2014,1,March,12,149
20/03/2014,7,Dortmund Square ,Thursday,2014,1,March,12,313
20/03/2014,7,Albion Street South,Thursday,2014,1,March,12,478
20/03/2014,7,Albion Street North,Thursday,2014,1,March,12,340
20/03/2014,8,Briggate,Thursday,2014,1,March,12,1027
20/03/2014,8,Briggate at McDonalds ,Thursday,2014,1,March,12,553
20/03/2014,8,Commercial Street at Lush,Thursday,2014,1,March,12,738
20/03/2014,8,Commercial Street at Barratts,Thursday,2014,1,March,12,879
20/03/2014,8,Headrow,Thursday,2014,1,March,12,415
20/03/2014,8,Dortmund Square ,Thursday,2014,1,March,12,970
20/03/2014,8,Albion Street South,Thursday,2014,1,March,12,1316
20/03/2014,8,Albion Street North,Thursday,2014,1,March,12,802
20/03/2014,9,Briggate,Thursday,2014,1,March,12,1240
20/03/2014,9,Briggate at McDonalds ,Thursday,2014,1,March,12,549
20/03/2014,9,Commercial Street at Lush,Thursday,2014,1,March,12,847
20/03/2014,9,Commercial Street at Barratts,Thursday,2014,1,March,12,882
20/03/2014,9,Headrow,Thursday,2014,1,March,12,470
20/03/2014,9,Dortmund Square ,Thursday,2014,1,March,12,1091
20/03/2014,9,Albion Street South,Thursday,2014,1,March,12,1075
20/03/2014,9,Albion Street North,Thursday,2014,1,March,12,721
20/03/2014,10,Briggate,Thursday,2014,1,March,12,1641
20/03/2014,10,Briggate at McDonalds ,Thursday,2014,1,March,12,802
20/03/2014,10,Commercial Street at Lush,Thursday,2014,1,March,12,1316
20/03/2014,10,Commercial Street at Barratts,Thursday,2014,1,March,12,1241
20/03/2014,10,Headrow,Thursday,2014,1,March,12,652
20/03/2014,10,Dortmund Square ,Thursday,2014,1,March,12,1645
20/03/2014,10,Albion Street South,Thursday,2014,1,March,12,1730
20/03/2014,10,Albion Street North,Thursday,2014,1,March,12,1227
20/03/2014,11,Briggate,Thursday,2014,1,March,12,3019
20/03/2014,11,Briggate at McDonalds ,Thursday,2014,1,March,12,1127
20/03/2014,11,Commercial Street at Lush,Thursday,2014,1,March,12,1628
20/03/2014,11,Commercial Street at Barratts,Thursday,2014,1,March,12,1605
20/03/2014,11,Headrow,Thursday,2014,1,March,12,956
20/03/2014,11,Dortmund Square ,Thursday,2014,1,March,12,2357
20/03/2014,11,Albion Street South,Thursday,2014,1,March,12,2630
20/03/2014,11,Albion Street North,Thursday,2014,1,March,12,1968
20/03/2014,12,Briggate,Thursday,2014,1,March,12,5853
20/03/2014,12,Briggate at McDonalds ,Thursday,2014,1,March,12,1608
20/03/2014,12,Commercial Street at Lush,Thursday,2014,1,March,12,2906
20/03/2014,12,Commercial Street at Barratts,Thursday,2014,1,March,12,2741
20/03/2014,12,Headrow,Thursday,2014,1,March,12,1612
20/03/2014,12,Dortmund Square ,Thursday,2014,1,March,12,4224
20/03/2014,12,Albion Street South,Thursday,2014,1,March,12,3913
20/03/2014,12,Albion Street North,Thursday,2014,1,March,12,2059
20/03/2014,13,Briggate,Thursday,2014,1,March,12,6342
20/03/2014,13,Briggate at McDonalds ,Thursday,2014,1,March,12,1557
20/03/2014,13,Commercial Street at Lush,Thursday,2014,1,March,12,3000
20/03/2014,13,Commercial Street at Barratts,Thursday,2014,1,March,12,2673
20/03/2014,13,Headrow,Thursday,2014,1,March,12,1706
20/03/2014,13,Dortmund Square ,Thursday,2014,1,March,12,4761
20/03/2014,13,Albion Street South,Thursday,2014,1,March,12,3368
20/03/2014,13,Albion Street North,Thursday,2014,1,March,12,1926
20/03/2014,14,Briggate,Thursday,2014,1,March,12,4578
20/03/2014,14,Briggate at McDonalds ,Thursday,2014,1,March,12,1336
20/03/2014,14,Commercial Street at Lush,Thursday,2014,1,March,12,1894
20/03/2014,14,Commercial Street at Barratts,Thursday,2014,1,March,12,1967
20/03/2014,14,Headrow,Thursday,2014,1,March,12,1343
20/03/2014,14,Dortmund Square ,Thursday,2014,1,March,12,4406
20/03/2014,14,Albion Street South,Thursday,2014,1,March,12,2660
20/03/2014,14,Albion Street North,Thursday,2014,1,March,12,1619
20/03/2014,15,Briggate,Thursday,2014,1,March,12,3430
20/03/2014,15,Briggate at McDonalds ,Thursday,2014,1,March,12,1111
20/03/2014,15,Commercial Street at Lush,Thursday,2014,1,March,12,1181
20/03/2014,15,Commercial Street at Barratts,Thursday,2014,1,March,12,1834
20/03/2014,15,Headrow,Thursday,2014,1,March,12,1316
20/03/2014,15,Dortmund Square ,Thursday,2014,1,March,12,4201
20/03/2014,15,Albion Street South,Thursday,2014,1,March,12,2407
20/03/2014,15,Albion Street North,Thursday,2014,1,March,12,1438
20/03/2014,16,Briggate,Thursday,2014,1,March,12,3837
20/03/2014,16,Briggate at McDonalds ,Thursday,2014,1,March,12,1254
20/03/2014,16,Commercial Street at Lush,Thursday,2014,1,March,12,1145
20/03/2014,16,Commercial Street at Barratts,Thursday,2014,1,March,12,2019
20/03/2014,16,Headrow,Thursday,2014,1,March,12,1302
20/03/2014,16,Dortmund Square ,Thursday,2014,1,March,12,3847
20/03/2014,16,Albion Street South,Thursday,2014,1,March,12,2947
20/03/2014,16,Albion Street North,Thursday,2014,1,March,12,1666
20/03/2014,17,Briggate,Thursday,2014,1,March,12,3816
20/03/2014,17,Briggate at McDonalds ,Thursday,2014,1,March,12,1174
20/03/2014,17,Commercial Street at Lush,Thursday,2014,1,March,12,1037
20/03/2014,17,Commercial Street at Barratts,Thursday,2014,1,March,12,1771
20/03/2014,17,Headrow,Thursday,2014,1,March,12,970
20/03/2014,17,Dortmund Square ,Thursday,2014,1,March,12,2608
20/03/2014,17,Albion Street South,Thursday,2014,1,March,12,3351
20/03/2014,17,Albion Street North,Thursday,2014,1,March,12,1692
20/03/2014,18,Briggate,Thursday,2014,1,March,12,2586
20/03/2014,18,Briggate at McDonalds ,Thursday,2014,1,March,12,840
20/03/2014,18,Commercial Street at Lush,Thursday,2014,1,March,12,500
20/03/2014,18,Commercial Street at Barratts,Thursday,2014,1,March,12,999
20/03/2014,18,Headrow,Thursday,2014,1,March,12,601
20/03/2014,18,Dortmund Square ,Thursday,2014,1,March,12,1745
20/03/2014,18,Albion Street South,Thursday,2014,1,March,12,2264
20/03/2014,18,Albion Street North,Thursday,2014,1,March,12,536
20/03/2014,19,Briggate,Thursday,2014,1,March,12,1583
20/03/2014,19,Briggate at McDonalds ,Thursday,2014,1,March,12,482
20/03/2014,19,Commercial Street at Lush,Thursday,2014,1,March,12,159
20/03/2014,19,Commercial Street at Barratts,Thursday,2014,1,March,12,587
20/03/2014,19,Headrow,Thursday,2014,1,March,12,376
20/03/2014,19,Dortmund Square ,Thursday,2014,1,March,12,1194
20/03/2014,19,Albion Street South,Thursday,2014,1,March,12,1263
20/03/2014,19,Albion Street North,Thursday,2014,1,March,12,252
20/03/2014,20,Briggate,Thursday,2014,1,March,12,911
20/03/2014,20,Briggate at McDonalds ,Thursday,2014,1,March,12,248
20/03/2014,20,Commercial Street at Lush,Thursday,2014,1,March,12,75
20/03/2014,20,Commercial Street at Barratts,Thursday,2014,1,March,12,421
20/03/2014,20,Headrow,Thursday,2014,1,March,12,212
20/03/2014,20,Dortmund Square ,Thursday,2014,1,March,12,804
20/03/2014,20,Albion Street South,Thursday,2014,1,March,12,953
20/03/2014,20,Albion Street North,Thursday,2014,1,March,12,302
20/03/2014,21,Briggate,Thursday,2014,1,March,12,691
20/03/2014,21,Briggate at McDonalds ,Thursday,2014,1,March,12,206
20/03/2014,21,Commercial Street at Lush,Thursday,2014,1,March,12,62
20/03/2014,21,Commercial Street at Barratts,Thursday,2014,1,March,12,265
20/03/2014,21,Headrow,Thursday,2014,1,March,12,154
20/03/2014,21,Dortmund Square ,Thursday,2014,1,March,12,382
20/03/2014,21,Albion Street South,Thursday,2014,1,March,12,558
20/03/2014,21,Albion Street North,Thursday,2014,1,March,12,169
20/03/2014,22,Briggate,Thursday,2014,1,March,12,544
20/03/2014,22,Briggate at McDonalds ,Thursday,2014,1,March,12,336
20/03/2014,22,Commercial Street at Lush,Thursday,2014,1,March,12,169
20/03/2014,22,Commercial Street at Barratts,Thursday,2014,1,March,12,209
20/03/2014,22,Headrow,Thursday,2014,1,March,12,124
20/03/2014,22,Dortmund Square ,Thursday,2014,1,March,12,339
20/03/2014,22,Albion Street South,Thursday,2014,1,March,12,411
20/03/2014,22,Albion Street North,Thursday,2014,1,March,12,128
20/03/2014,23,Briggate,Thursday,2014,1,March,12,502
20/03/2014,23,Briggate at McDonalds ,Thursday,2014,1,March,12,246
20/03/2014,23,Commercial Street at Lush,Thursday,2014,1,March,12,93
20/03/2014,23,Commercial Street at Barratts,Thursday,2014,1,March,12,136
20/03/2014,23,Headrow,Thursday,2014,1,March,12,93
20/03/2014,23,Dortmund Square ,Thursday,2014,1,March,12,189
20/03/2014,23,Albion Street South,Thursday,2014,1,March,12,216
20/03/2014,23,Albion Street North,Thursday,2014,1,March,12,78
21/03/2014,0,Briggate,Friday,2014,1,March,12,389
21/03/2014,0,Briggate at McDonalds ,Friday,2014,1,March,12,130
21/03/2014,0,Commercial Street at Lush,Friday,2014,1,March,12,106
21/03/2014,0,Commercial Street at Barratts,Friday,2014,1,March,12,90
21/03/2014,0,Headrow,Friday,2014,1,March,12,42
21/03/2014,0,Dortmund Square ,Friday,2014,1,March,12,79
21/03/2014,0,Albion Street South,Friday,2014,1,March,12,173
21/03/2014,0,Albion Street North,Friday,2014,1,March,12,63
21/03/2014,1,Briggate,Friday,2014,1,March,12,241
21/03/2014,1,Briggate at McDonalds ,Friday,2014,1,March,12,96
21/03/2014,1,Commercial Street at Lush,Friday,2014,1,March,12,12
21/03/2014,1,Commercial Street at Barratts,Friday,2014,1,March,12,46
21/03/2014,1,Headrow,Friday,2014,1,March,12,38
21/03/2014,1,Dortmund Square ,Friday,2014,1,March,12,47
21/03/2014,1,Albion Street South,Friday,2014,1,March,12,75
21/03/2014,1,Albion Street North,Friday,2014,1,March,12,36
21/03/2014,2,Briggate,Friday,2014,1,March,12,403
